proposalId,originName,destinationName,wagonName,departureDateTime,arrivalDateTime,cost,fullPrice,isCompartment,compartmentCapacity,hasAirCondition,hasMedia,hasMedia,companyName,hasDiscount,isSpecialOffer,hasFreeFood,hasFoodOffer,isCharter,wagonClass,isFamilyCoupe,isTransitCar
11669979681,تهران,مشهد,4ستاره 4تخته آهو,2024-04-30T16:55:00,2024-05-01T03:40:00,4950500,4950500,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979682,تهران,مشهد,4ستاره 4تخته نوين.,2024-04-30T16:55:00,2024-05-01T03:40:00,4410000,4410000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979685,تهران,مشهد,5 ستاره زندگي با پذيرايي و شام,2024-04-30T19:50:00,2024-05-01T07:00:00,7920000,7920000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979726,تهران,مشهد,5 ستاره اكونومي پلاس,2024-05-01T20:55:00,2024-05-02T07:45:00,7920000,7920000,True,4,True,True,True,نورالرضا,False,False,False,False,False,EC,False,False
11669979734,تهران,مشهد,5 ستاره اکونومي پلاس ,2024-05-01T23:50:00,2024-05-02T10:55:00,7920000,7920000,True,4,True,True,True,نورالرضا,False,False,False,False,False,EC,False,False
11669979715,تهران,مشهد,3 ستاره 6 تخته پارسي ,2024-05-01T03:05:00,2024-05-01T14:25:00,2670000,2670000,True,6,True,False,False,مهتاب سير جم,False,False,False,False,False,EL,False,False
11669979719,تهران,مشهد,3 ستاره 6 تخته پارسي ,2024-05-01T13:45:00,2024-05-02T00:45:00,2638500,2638500,True,6,True,False,False,مهتاب سير جم,False,False,False,False,False,EL,False,False
11669979720,تهران,مشهد,سه ستاره 6 تخته مهديس ,2024-05-01T16:15:00,2024-05-02T03:15:00,2985000,2985000,True,6,True,False,False,مهتاب سير جم,False,False,False,False,False,EL,False,False
11669979731,تهران,مشهد,سه ستاره 6 تخته مهديس ,2024-05-01T22:55:00,2024-05-02T09:35:00,2985000,2985000,True,6,True,False,False,مهتاب سير جم,False,False,False,False,False,EL,False,False
11669979722,تهران,مشهد,3 ستاره 6 تخته اپتيما,2024-05-01T18:00:00,2024-05-02T05:05:00,2697000,2697000,True,6,True,False,False,ریل سیر کوثر,False,False,False,False,False,EL,False,False
11669979727,تهران,مشهد,4 ستاره غزال با پذيرايي عصرانه ,2024-05-01T21:30:00,2024-05-02T08:15:00,4918000,4918000,True,4,True,True,True,بن ريل,False,False,False,False,False,V,False,False
11669979728,تهران,مشهد,4 ستاره 4 تخته غزال ,2024-05-01T21:30:00,2024-05-02T08:15:00,3922000,3922000,True,4,True,True,True,بن ريل,False,False,False,False,False,EC,False,False
11669979714,تهران,مشهد,4 ستاره 4 تخته غدير,2024-05-01T01:50:00,2024-05-01T12:40:00,3920500,3920500,True,4,True,True,True,ريل ترابر سبا,False,False,False,False,False,EC,False,False
11669979730,تهران,مشهد,4 ستاره غزال,2024-05-01T22:10:00,2024-05-02T08:55:00,3814500,3814500,True,4,True,True,True,پارس لاریم,False,False,False,False,False,EC,False,False
11669979723,تهران,مشهد,4 ستاره 4 تخته ارگ,2024-05-01T19:15:00,2024-05-02T06:30:00,4018500,4018500,True,4,True,True,True,جوپار,False,False,False,False,False,EC,False,False
11669979729,تهران,مشهد,5ستاره اكونومي پلاس فدك,2024-05-01T21:50:00,2024-05-02T08:35:00,7920000,7920000,True,4,True,True,True, فدک,False,False,False,False,False,V,False,False
11669979716,تهران,مشهد,3ستاره6تخته پارسي,2024-05-01T03:52:00,2024-05-01T15:20:00,2230500,2230500,True,6,True,False,False,رجا,False,False,False,False,False,EL,False,False
11669979717,تهران,مشهد,4 ستاره اتوبوسي صبا,2024-05-01T07:05:00,2024-05-01T19:15:00,2003500,2003500,False,4,True,True,True,رجا,False,False,False,False,False,S,False,False
11669979718,تهران,مشهد,4 ستاره اتوبوسي صبا,2024-05-01T07:05:00,2024-05-01T19:15:00,2003500,2003500,False,4,True,True,True,رجا,False,False,False,False,False,S,False,False
11669979721,تهران,مشهد,4ستاره 4تخته سبز نوين,2024-05-01T16:55:00,2024-05-02T03:40:00,4950500,4950500,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979724,تهران,مشهد,5 ستاره زندگي با پذيرايي و شام,2024-05-01T19:50:00,2024-05-02T07:00:00,7920000,7920000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979725,تهران,مشهد,4ستاره 4تخته آهو,2024-05-01T20:10:00,2024-05-02T07:15:00,4950500,4950500,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979732,تهران,مشهد,4ستاره اتوبوسي صبا,2024-05-01T23:25:00,2024-05-02T10:20:00,2003500,2003500,False,4,True,True,True,رجا,False,False,False,False,False,S,False,False
11669979733,تهران,مشهد,5 ستاره زندگي با شام و صبحانه.,2024-05-01T23:25:00,2024-05-02T10:20:00,7920000,7920000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979828,تهران,مشهد,5 ستاره اكونومي پلاس,2024-05-02T20:55:00,2024-05-03T07:45:00,7920000,7920000,True,4,True,True,True,نورالرضا,False,False,False,False,False,EC,False,False
11669979836,تهران,مشهد,5 ستاره اکونومي پلاس ,2024-05-02T23:50:00,2024-05-03T10:55:00,7920000,7920000,True,4,True,True,True,نورالرضا,False,False,False,False,False,EC,False,False
11669979837,تهران,مشهد,سه ستاره 6 تخته مهديس ,2024-05-02T23:59:00,2024-05-03T11:15:00,2985000,2985000,True,6,True,False,False,مهتاب سير جم,False,False,False,False,False,EL,False,False
11669979833,تهران,مشهد,3 ستاره 6 تخته اپتيما,2024-05-02T22:55:00,2024-05-03T09:30:00,2697000,2697000,True,6,True,False,False,ریل سیر کوثر,False,False,False,False,False,EL,False,False
11669979834,تهران,مشهد,4ستاره 4 تخته عرفان ,2024-05-02T22:55:00,2024-05-03T09:30:00,4150000,4150000,True,4,True,True,True,ریل سیر کوثر,False,False,False,False,False,EC,False,False
11669979825,تهران,مشهد,5 ستاره ايران ( با پذيرايي و شام ),2024-05-02T18:55:00,2024-05-03T06:05:00,7920000,7920000,True,4,True,True,True,بن ريل,False,False,False,False,False,EC,False,False
11669979826,تهران,مشهد,4 ستاره 4 تخته سروش ,2024-05-02T19:05:00,2024-05-03T06:35:00,3870500,3870500,True,4,True,True,True,بن ريل,False,False,False,False,False,EC,False,False
11669979829,تهران,مشهد,4 ستاره غزال با پذيرايي عصرانه ,2024-05-02T21:30:00,2024-05-03T08:15:00,4918000,4918000,True,4,True,True,True,بن ريل,False,False,False,False,False,V,False,False
11669979830,تهران,مشهد,4 ستاره 4 تخته غزال ,2024-05-02T21:30:00,2024-05-03T08:15:00,3922000,3922000,True,4,True,True,True,بن ريل,False,False,False,False,False,EC,False,False
11669979832,تهران,مشهد,4 ستاره غزال,2024-05-02T22:10:00,2024-05-03T08:55:00,3814500,3814500,True,4,True,True,True,پارس لاریم,False,False,False,False,False,EC,False,False
11669979831,تهران,مشهد,5ستاره اكونومي پلاس فدك,2024-05-02T21:50:00,2024-05-03T08:35:00,7920000,7920000,True,4,True,True,True, فدک,False,False,False,False,False,V,False,False
11669979835,تهران,مشهد,5ستاره فدك باصبحانه سردوگرم-فطرس,2024-05-02T23:25:00,2024-05-03T10:20:00,7884500,7884500,True,4,True,True,True,فدک,False,False,False,False,False,LX,False,False
11669979815,تهران,مشهد,3ستاره6تخته پارسي,2024-05-02T03:55:00,2024-05-02T15:25:00,2230500,2230500,True,6,True,False,False,رجا,False,False,False,False,False,EL,False,False
11669979816,تهران,مشهد,4 ستاره اتوبوسي صبا,2024-05-02T07:05:00,2024-05-02T19:15:00,2003500,2003500,False,4,True,True,True,رجا,False,False,False,False,False,S,False,False
11669979817,تهران,مشهد,4 ستاره اتوبوسي صبا,2024-05-02T07:05:00,2024-05-02T19:15:00,2003500,2003500,False,4,True,True,True,رجا,False,False,False,False,False,S,False,False
11669979818,تهران,مشهد,4ستاره 4تخته سرير,2024-05-02T14:55:00,2024-05-03T01:40:00,4754000,4754000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979819,تهران,مشهد,4 ستاره سرير با هتل اختياري,2024-05-02T14:55:00,2024-05-03T01:40:00,4754000,4754000,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979820,تهران,مشهد,4ستاره4تخته سپهر,2024-05-02T15:55:00,2024-05-03T02:30:00,4040500,4040500,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
11669979821,تهران,مشهد,4 ستاره سپهر با هتل اختياري,2024-05-02T15:55:00,2024-05-03T02:30:00,4040500,4040500,True,4,True,True,True,رجا,False,False,False,False,False,EC,False,False
