id,name,type,province,city,lat,long,region,placeType,buildingSize,bedrooms,bathrooms,iranianToilets,toilets,reservation_type,reviewsCount,reviewsScore,baseCapacity,extraCapacity,mainPrice,discount,finalPrice
654260093e4468001bc3f47e,رزرو ویلا یک خوابه گلستان 13,villa,گیلان,آستارا,38.39459232812077,48.866335563361645,city,personalRoom,55.0,1.0,1.0,1.0,0.0,instant,17.0,4.5,2.0,2.0,6000000.0,0.0,6000000.0
63d9139f1c5605001bd51797,اجاره ویلا دوخوابه استخردار آبگرم  رضا نیکزاد,villa,مازندران,محمودآباد,36.60673472405783,52.3224963247776,coastal,personalRoom,200.0,3.0,2.0,2.0,1.0,instant,43.0,4.5,4.0,6.0,20000000.0,0.0,20000000.0
6521baeb7bbd0d001bdc2679,رزرو ویلا دوخوابه استخردار آبگرم محسن 2 -,villa,مازندران,سرخرود,36.67099062137869,52.43971824645996,city,personalRoom,180.0,2.0,3.0,1.0,2.0,preApprove,46.0,4.3,4.0,2.0,18500000.0,0.0,18500000.0
62fc6fd60db335001c821702,اجاره ویلا دوخوابه جاتو,villa,مازندران,رامسر,36.89197336069298,50.67764539271593,city,personalRoom,80.0,2.0,1.0,1.0,1.0,instant,50.0,4.6,4.0,1.0,10000000.0,0.0,10000000.0
62c4c363cc604f001b980899,رزرو ویلا دوخوابه ساحلی فینیکس,villa,مازندران,محمودآباد,36.63889264298313,52.27653365582228,coastal,personalRoom,280.0,2.0,1.0,0.0,2.0,instant,59.0,4.3,4.0,1.0,8000000.0,0.0,8000000.0
649f465228be31001bfeaf3b,اجاره ویلا یک خوابه پاسداران 1,villa,گیلان,بندر انزلی,37.489702387962225,49.39687080681324,city,personalRoom,60.0,1.0,1.0,1.0,0.0,preApprove,125.0,4.5,3.0,1.0,5500000.0,0.0,5500000.0
65c29082b09962001bd2edb8,رزرو ویلا دوخوابه شهری منور,villa,مازندران,فریدون کنار,36.68577878973326,52.53239884811338,city,personalRoom,140.0,2.0,1.0,1.0,0.0,instant,3.0,4.0,4.0,2.0,15000000.0,0.0,15000000.0
647e29475baaf3001b0e510e,اجاره ویلا دوخوابه پاسداران,villa,گیلان,بندر انزلی,37.489686160184526,49.39681816846132,city,personalRoom,110.0,2.0,1.0,0.0,1.0,preApprove,88.0,4.9,5.0,2.0,14500000.0,0.0,14500000.0
6009ede9a51baa9aebd302dc,رزرو ویلا دوخوابه روستایی حیدری 1,villa,گیلان,ماسال,37.3033763566453,49.0354312793431,rustic,personalRoom,110.0,2.0,1.0,1.0,1.0,instant,29.0,4.2,4.0,2.0,5000000.0,0.0,5000000.0
648354c2418c8d001c0ca6d7,ویلا دوخوابه استخردار آبگرم سلیاکتی,villa,مازندران,نور,36.52126686888419,52.03731346875429,jungle,personalRoom,80.0,2.0,2.0,2.0,1.0,preApprove,17.0,4.6,4.0,4.0,20000000.0,0.0,20000000.0
603f2fdcb1aa7a001cf06ba5,رزرو ویلا دوخوابه استخردار آبگرم ارغوان 3,villa,البرز,کردان,35.824476,50.798438,rustic,personalRoom,140.0,2.0,2.0,1.0,2.0,instant,274.0,4.5,4.0,6.0,28000000.0,20.0,22400000.0
650c5abf15ab1d001b09bae8,اجاره ویلا دوخوابه استخردار آبگرم باغ گیلاس,villa,البرز,کردان,35.82844036387067,50.73546040803194,rustic,personalRoom,120.0,2.0,1.0,1.0,1.0,preApprove,8.0,4.0,4.0,2.0,18000000.0,0.0,18000000.0
659e691d7a6e97001b2c5468,رزرو ویلا سه خوابه استخردار آبگرم راشالند,villa,البرز,چهارباغ,35.83885305734141,50.741258673369884,rustic,personalRoom,280.0,3.0,3.0,2.0,2.0,instant,9.0,4.4,6.0,2.0,70000000.0,50.0,35000000.0
6009e44e41a6ac867fe65fe1,اجاره ویلا سه خوابه استخردار آبگرم امیردل,villa,البرز,کردان,35.824476,50.798438,rustic,personalRoom,100.0,3.0,3.0,2.0,1.0,instant,245.0,4.4,4.0,8.0,30000000.0,20.0,24000000.0
60d9b5489905c6001b12d7ad,رزرو ویلا دوخوابه استخردار آبگرم ارغوان 2,villa,البرز,کردان,35.84303482006643,50.77776789665222,rustic,personalRoom,100.0,2.0,1.0,1.0,1.0,instant,418.0,4.5,4.0,4.0,29500000.0,0.0,29500000.0
6009e2b7a9a1a7838e79a9d5,اجاره ویلا دوخوابه استخردار آبگرم پارسا,villa,البرز,کردان,35.82449107648965,50.79788714647293,rustic,personalRoom,240.0,2.0,2.0,3.0,1.0,instant,478.0,4.6,4.0,6.0,24000000.0,0.0,24000000.0
65a31f390b68c3001b8b1519,رزرو ویلا دوخوابه گود هوم,villa,مازندران,تنکابن,36.82724348495107,50.86666099727154,coastal,personalRoom,120.0,2.0,2.0,1.0,1.0,instant,29.0,5.0,4.0,4.0,30000000.0,25.0,22500000.0
62388a6ab684c2001b7f598f,اجاره ویلا دوخوابه آرمین 1,villa,گیلان,لنگرود,37.18562555880133,50.10273970663547,rustic,personalRoom,75.0,2.0,1.0,1.0,0.0,instant,11.0,4.2,4.0,1.0,5500000.0,0.0,5500000.0
63e4acd2f7774c001cc1a450,رزرو ویلا یک خوابه لیماک,villa,مازندران,کتالم و سادات شهر,36.8382646710117,50.73990684002638,rustic,unitRoom,100.0,1.0,1.0,1.0,0.0,instant,9.0,4.6,3.0,1.0,6000000.0,15.0,5100000.0
641fef1c1eb107001bcfb656,اجاره ویلا سه خوابه باغ پاسداران,villa,گیلان,بندر انزلی,37.48960262697795,49.407623782753944,coastal,personalRoom,130.0,3.0,1.0,1.0,1.0,instant,24.0,4.9,4.0,4.0,13000000.0,0.0,13000000.0
65423ce5305376001b4ce4d4,رزرو ویلا یک خوابه ویلایی رویال,villa,هرمزگان,قشم,26.959901,56.262868,city,personalRoom,60.0,1.0,1.0,1.0,0.0,preApprove,4.0,4.5,2.0,2.0,10000000.0,0.0,10000000.0
622b8f05371a32001be800f6,اجاره ویلا دوخوابه ساحلی نجفی ۱,villa,مازندران,رامسر,36.94514401389249,50.64241088926792,coastal,personalRoom,80.0,2.0,1.0,1.0,1.0,instant,148.0,4.6,4.0,4.0,10000000.0,0.0,10000000.0
62388689e41e5b001c8a0ff8,رزرو ویلا دوخوابه آرمین 2,villa,گیلان,لنگرود,37.18528446071536,50.10314907878637,rustic,personalRoom,95.0,2.0,1.0,1.0,0.0,instant,55.0,4.2,4.0,2.0,6000000.0,0.0,6000000.0
6574888b27e799001b35c954,اجاره ویلا سه خوابه جنگلی بهار ۵,villa,مازندران,نوشهر,36.59060497064075,51.66994571685791,jungle,personalRoom,240.0,3.0,3.0,1.0,3.0,preApprove,11.0,4.7,6.0,2.0,25000000.0,0.0,25000000.0
635d011d4b0c77001b12e192,رزرو ویلا دوخوابه استخردار آبگرم رویایی 1,villa,مازندران,محمودآباد,36.59811658383386,52.293463088572025,rustic,personalRoom,160.0,2.0,2.0,1.0,1.0,instant,85.0,4.8,4.0,2.0,27000000.0,10.0,24300000.0
648852fa8ae68b001c1e03ae,اجاره ویلا یک خوابه قائم 6 شرقی,villa,مازندران,چالوس,36.662544261345104,51.43571745604277,city,personalRoom,90.0,1.0,1.0,1.0,0.0,preApprove,53.0,4.2,3.0,2.0,7000000.0,0.0,7000000.0
65a51af71320c1001b952d87,رزرو ویلا دوخوابه ساحلی سه گل,villa,مازندران,بابلسر,36.7060398147452,52.62815985828638,coastal,unitRoom,110.0,2.0,1.0,1.0,1.0,instant,26.0,4.2,6.0,4.0,5000000.0,15.0,4250000.0
62f025dd08d383001bbcf704,ویلا یک خوابه استخردار سرای پرنده,villa,مازندران,بابلسر,36.69775725357814,52.757009491324425,rustic,personalRoom,80.0,1.0,1.0,1.0,1.0,preApprove,7.0,4.6,4.0,1.0,17000000.0,5.0,16150000.0
6297b4ed8a6acd001b521e8c,رزرو ویلا دوخوابه آرامش سعید,villa,مازندران,کتالم و سادات شهر,36.872951581880734,50.72168122977019,city,personalRoom,118.0,2.0,1.0,1.0,1.0,preApprove,3.0,4.7,5.0,2.0,13000000.0,8.0,11960000.0
628cefae50082c001c57c36c,اجاره ویلا دوخوابه استخردار شرقی ۱۸,villa,مازندران,رامسر,36.926255028479545,50.66437315195799,city,personalRoom,150.0,2.0,1.0,1.0,1.0,instant,9.0,4.0,4.0,2.0,17000000.0,5.0,16150000.0
65ed70840a1cf5001b39a3e3,رزرو ویلا دوخوابه استخردار آبگرم ساحلی خانه دریا,villa,مازندران,سرخرود,36.662766680326605,52.413573414087296,coastal,personalRoom,280.0,2.0,2.0,1.0,1.0,preApprove,11.0,4.5,6.0,4.0,28000000.0,0.0,28000000.0
64c74706c3479e001bf59ac9,اجاره ویلا سه خوابه رضا نژاد,villa,مازندران,چالوس,36.66804242073904,51.39775548130274,city,personalRoom,100.0,3.0,1.0,1.0,0.0,instant,46.0,4.5,4.0,4.0,7000000.0,0.0,7000000.0
65bccea6818acd001bd88bc9,رزرو ویلا یک خوابه ساحلی یونا,villa,مازندران,محمودآباد,36.64325618240752,52.28982366621494,coastal,personalRoom,75.0,1.0,1.0,1.0,0.0,preApprove,9.0,4.6,2.0,2.0,7060000.0,0.0,7060000.0
65c726534d08d2001b970c01,اجاره ویلا یک خوابه دیرستان,villa,هرمزگان,قشم,26.740255977161823,55.935186110436916,rustic,personalRoom,25.0,0.0,1.0,1.0,0.0,instant,17.0,4.0,2.0,4.0,10000000.0,0.0,10000000.0
65d78adf73ee5b001b6b73c6,رزرو ویلا دوخوابه روستایی وزمتر,villa,گیلان,ماسال,37.435454800758635,49.09252658486366,rustic,personalRoom,70.0,2.0,1.0,1.0,1.0,preApprove,2.0,4.0,5.0,3.0,12000000.0,15.0,10200000.0
6416f0afe8edd1001cbad5e4,اجاره ویلا دوخوابه شاهمنصوری,villa,مازندران,تنکابن,36.77960952902727,50.81968545913697,rustic,personalRoom,120.0,2.0,1.0,1.0,1.0,instant,7.0,4.9,4.0,1.0,7500000.0,0.0,7500000.0
60a405a758e4af001bc8fbe4,رزرو ویلا یک خوابه ساحلی آرش - واحد 6,villa,گیلان,بندر انزلی,37.55341868647251,49.23268474638462,coastal,personalRoom,60.0,1.0,1.0,1.0,1.0,preApprove,100.0,4.4,4.0,2.0,10000000.0,15.0,8500000.0
61fe5fac2b1d71001c24055c,اجاره ویلا سه خوابه خلیج فارس 1,villa,هرمزگان,قشم,26.95481753046201,56.26309222855903,city,personalRoom,350.0,3.0,1.0,1.0,1.0,instant,43.0,4.2,6.0,10.0,35000000.0,0.0,35000000.0
655dbc811aa804001b868a5e,رزرو ویلا دوخوابه خلیج فارس 10,villa,هرمزگان,قشم,26.96648826673346,56.258125963581705,city,personalRoom,90.0,2.0,1.0,1.0,1.0,preApprove,16.0,4.4,4.0,6.0,33000000.0,0.0,33000000.0
65ed9877db945c001b126030,ویلا دوخوابه مبشر,villa,مازندران,چالوس,36.65122478788656,51.44686505198479,city,personalRoom,130.0,2.0,1.0,1.0,0.0,preApprove,6.0,4.5,4.0,2.0,8000000.0,0.0,8000000.0
65502f7a9b0e0b001beddd17,رزرو ویلا دوخوابه دریاسر آفتاب,villa,مازندران,محمودآباد,36.644348373696246,52.33835522085428,city,personalRoom,110.0,2.0,1.0,1.0,0.0,preApprove,7.0,4.9,2.0,0.0,14800000.0,0.0,14800000.0
6009f9a218f619a9d1f5e7bd,اجاره ویلا یک خوابه سنتی کشکرت,villa,مازندران,تنکابن,36.77467848355499,50.92021130025387,rustic,personalRoom,70.0,1.0,1.0,1.0,0.0,instant,60.0,4.1,2.0,4.0,15000000.0,3.0,14550000.0
626d783284cb33001c9a712a,رزرو ویلا یک خوابه سلیمی,villa,مازندران,رامسر,36.9163833740559,50.670055747032166,city,personalRoom,50.0,1.0,1.0,1.0,0.0,instant,3.0,4.0,2.0,3.0,6000000.0,0.0,6000000.0
60db6831fa61b4001b4b8253,اجاره ویلا دوخوابه هامین,villa,مازندران,متل قو (سلمانشهر),36.703158814765416,51.211032159626484,city,personalRoom,120.0,2.0,1.0,1.0,1.0,instant,100.0,4.5,4.0,2.0,12000000.0,0.0,12000000.0
618a653493012e001cb7e433,رزرو ویلا سه خوابه تربیلکس جنگلی چمستان,villa,مازندران,نور,36.45369,52.23026,jungle,personalRoom,260.0,3.0,2.0,0.0,2.0,instant,6.0,4.5,4.0,4.0,34000000.0,15.0,28900000.0
65534485f8210e001b290862,اجاره ویلا دوخوابه  خلیج فارس 3,villa,هرمزگان,قشم,26.94035967376242,56.26044753938913,city,personalRoom,90.0,2.0,1.0,1.0,1.0,preApprove,35.0,4.4,4.0,4.0,29000000.0,0.0,29000000.0
63f94c0be506c1001b0f3fca,رزرو ویلا دوخوابه ساحلی وارش 1,villa,مازندران,رامسر,36.886761280011775,50.723696909844875,coastal,personalRoom,100.0,2.0,1.0,1.0,1.0,instant,37.0,4.5,4.0,2.0,12000000.0,0.0,12000000.0
62ab0c52093e59001c87bb57,اجاره ویلا دوخوابه فرهنگیان,villa,مازندران,رامسر,36.900465,50.694358,coastal,personalRoom,110.0,2.0,1.0,1.0,1.0,instant,29.0,4.7,4.0,4.0,10000000.0,7.0,9300000.0
6402dc36f93eb1001cb5469b,رزرو ویلا دوخوابه جنگلی هریس آرامش,villa,مازندران,رامسر,36.86615858887781,50.75594577938318,jungle,personalRoom,80.0,2.0,1.0,2.0,2.0,instant,19.0,4.4,4.0,4.0,7000000.0,0.0,7000000.0
643c6a1463d367001b33aa8c,اجاره ویلا دوخوابه آرمیتا 3,villa,مازندران,رامسر,36.866342865433346,50.77744200825692,jungle,personalRoom,115.0,2.0,1.0,1.0,1.0,instant,40.0,4.5,5.0,2.0,13000000.0,0.0,13000000.0
6009f681ba54bfa3a26d3891,رزرو ویلا سه خوابه ساحلی سورنه,villa,مازندران,رامسر,37.056215,50.43565,coastal,personalRoom,150.0,3.0,2.0,1.0,2.0,instant,7.0,4.3,6.0,3.0,20000000.0,0.0,20000000.0
641bfeaac7360f001d91f052,اجاره ویلا چهارخوابه استخردار آبگرم رنگارنگ,villa,مازندران,متل قو (سلمانشهر),36.7031875769149,51.22156351804733,city,personalRoom,350.0,4.0,4.0,1.0,4.0,instant,48.0,4.6,8.0,2.0,50000000.0,0.0,50000000.0
641782704e4ae8001b9c7e40,رزرو ویلا فلت جنگلی کلنگستان,villa,گیلان,ماسال,37.390962512772006,49.147473983466625,jungle,personalRoom,70.0,0.0,1.0,1.0,0.0,preApprove,9.0,4.2,6.0,4.0,7000000.0,15.0,5950000.0
64b411145652e3001bd67078,اجاره ویلا سه خوابه تریپلکس استخردار آبگرم گلستان,villa,مازندران,محمودآباد,36.64423996229759,52.30438403785229,coastal,personalRoom,450.0,3.0,3.0,2.0,1.0,preApprove,40.0,4.4,6.0,8.0,21000000.0,0.0,21000000.0
640e4b6ca88e29001b1646c6,رزرو ویلا سه خوابه جنگلی حمزه ده سفلا,villa,مازندران,نوشهر,36.57780945292236,51.7020071670413,jungle,personalRoom,210.0,3.0,3.0,2.0,1.0,instant,14.0,4.6,4.0,20.0,15000000.0,3.0,14550000.0
637c92e33ccf77001bb04cd1,اجاره ویلا یک خوابه شهرکی دنیز,villa,مازندران,رویان,36.56083693660724,51.91847786307335,rustic,personalRoom,200.0,1.0,2.0,1.0,1.0,preApprove,13.0,4.2,3.0,1.0,12000000.0,0.0,12000000.0
65cb57a9fda82f001bfaf34d,رزرو ویلا دوخوابه آزاده,villa,گیلان,رشت,37.41167658443031,49.66218687593937,rustic,personalRoom,70.0,2.0,1.0,1.0,1.0,instant,6.0,4.5,4.0,4.0,9000000.0,15.0,7650000.0
6009e57d61b38388cfc28331,اجاره ویلا دوخوابه گلسار ٣,villa,مازندران,ایزدشهر,36.604950022576766,52.14847896248102,coastal,personalRoom,175.0,2.0,1.0,1.0,1.0,preApprove,17.0,4.0,4.0,3.0,20000000.0,0.0,20000000.0
65ca3cc833779a001bfbf940,رزرو ویلا یک خوابه باغ صالحیان,villa,مازندران,بهنمیر,36.651863359681954,52.77545001357794,rustic,personalRoom,120.0,1.0,2.0,1.0,2.0,preApprove,0.0,0.0,5.0,5.0,8000000.0,0.0,8000000.0
659a9c8fe1367d001b0f5b3b,اجاره ویلا دوخوابه خلیج فارس ۹,villa,هرمزگان,قشم,26.94182601369259,56.2609827991856,city,personalRoom,101.0,2.0,1.0,1.0,1.0,preApprove,18.0,4.6,4.0,5.0,11290000.0,0.0,11290000.0
63663235a5c29e001cc093f7,رزرو ویلا دوخوابه استخردار آبگرم شفقی,villa,مازندران,رامسر,36.90020132962539,50.662602550452334,city,personalRoom,120.0,2.0,1.0,1.0,1.0,instant,78.0,4.2,4.0,2.0,16000000.0,0.0,16000000.0
6185482c9a9f0a001bd46232,اجاره ویلا دوخواب همکف مشایخی,villa,مازندران,رامسر,36.944559598568105,50.645886696875095,coastal,personalRoom,80.0,2.0,1.0,1.0,0.0,instant,8.0,4.4,3.0,2.0,10000000.0,3.0,9700000.0
65cb7e5e317a46001b6e3b9a,رزرو ویلا یک خوابه آرام 1 ستارخان,villa,تهران,تهران,35.704662,51.361755,city,personalRoom,120.0,1.0,1.0,0.0,1.0,preApprove,18.0,4.6,2.0,1.0,14500000.0,0.0,14500000.0
650d7d119dea43001b579808,ویلا چهارخوابه عمارت سلطانی,villa,مازندران,رامسر,36.84903087280146,50.6900351048008,jungle,personalRoom,600.0,4.0,5.0,4.0,3.0,preApprove,12.0,4.5,8.0,4.0,49000000.0,0.0,49000000.0
637a742f4ac791001be5a527,رزرو ویلا سه خوابه ساحلی مرداب,villa,مازندران,نشتارود,36.74703786632164,51.03309877216816,coastal,personalRoom,175.0,3.0,1.0,1.0,1.0,instant,24.0,4.8,8.0,2.0,20000000.0,5.0,19000000.0
640a3c95de3d2f001cc637b6,اجاره ویلا سه خوابه هدائی,villa,مازندران,نشتارود,36.742048036943885,51.00333853668037,jungle,personalRoom,320.0,3.0,3.0,1.0,3.0,preApprove,8.0,4.6,5.0,3.0,13000000.0,0.0,13000000.0
65720be84d6f66001b66e5bc,رزرو ویلا دوخوابه استخردار سیکاس,villa,مازندران,شیرود,36.84056880253499,50.76747089624405,city,personalRoom,190.0,2.0,3.0,1.0,2.0,preApprove,17.0,4.4,4.0,0.0,20000000.0,0.0,20000000.0
6435a32a142ffb001c2c932f,اجاره ویلا دوخوابه استخردار ارکیده 19,villa,مازندران,رامسر,36.945103016540024,50.63318207859993,rustic,personalRoom,95.0,2.0,1.0,1.0,1.0,preApprove,56.0,4.5,4.0,2.0,34000000.0,0.0,34000000.0
64e1dc89aed9eb001bb8bbec,رزرو ویلا دوخوابه جنگلی تیام,villa,مازندران,تنکابن,36.62194109537718,50.73900293558836,jungle,personalRoom,100.0,2.0,1.0,1.0,0.0,preApprove,16.0,4.9,4.0,4.0,5000000.0,0.0,5000000.0
6304b1d8e9bfea001b7607be,اجاره ویلا یک خوابه جنگلی ایران زمین دو هزار,villa,مازندران,تنکابن,36.744621844040395,50.84197495132685,jungle,personalRoom,100.0,1.0,1.0,1.0,1.0,preApprove,41.0,4.4,4.0,2.0,15000000.0,0.0,15000000.0
65ebfe195792ae001bf3ab68,رزرو ویلا یک خوابه باقری - واحد ۱,villa,مازندران,رامسر,36.893409,50.692918,city,personalRoom,85.0,1.0,1.0,1.0,0.0,preApprove,3.0,4.7,4.0,4.0,7000000.0,0.0,7000000.0
6374d0c20d362f001b51b4d6,اجاره ویلا یک خوابه جنگل دالخانی,villa,مازندران,رامسر,36.83756110147068,50.74151985347271,rustic,personalRoom,80.0,1.0,1.0,1.0,0.0,instant,8.0,4.4,4.0,0.0,4000000.0,0.0,4000000.0
658ef493841534001b0d806a,رزرو ویلا دوخوابه نارنج 4,villa,مازندران,رامسر,36.863895,50.743912,city,personalRoom,90.0,2.0,1.0,1.0,0.0,preApprove,8.0,4.1,5.0,1.0,7000000.0,0.0,7000000.0
65e2f5725ad7e3001bf86127,اجاره ویلا دوخوابه رونیا,villa,مازندران,رامسر,36.910429850427306,50.65615989267826,city,personalRoom,120.0,2.0,1.0,1.0,0.0,preApprove,2.0,5.0,5.0,1.0,8240000.0,0.0,8240000.0
61784a70ab350b001bffd032,رزرو ویلا دوخوابه دستغیب,villa,مازندران,رامسر,36.881586656857934,50.691746771335595,jungle,personalRoom,130.0,2.0,1.0,1.0,1.0,instant,5.0,4.2,4.0,3.0,10000000.0,11.0,8900000.0
6009ea53ff894292ee5301af,ویلا یک خوابه کیمیا,villa,مازندران,رامسر,36.8901707497146,50.6977537460625,city,personalRoom,90.0,1.0,1.0,1.0,1.0,instant,211.0,4.4,2.0,2.0,4000000.0,0.0,4000000.0
624549e6e78a45001be9c47f,رزرو ویلا دوخوابه ساحلی نجفی ۲,villa,مازندران,رامسر,36.94519385378145,50.642429664731026,coastal,personalRoom,80.0,2.0,1.0,1.0,1.0,instant,145.0,4.3,4.0,4.0,8000000.0,0.0,8000000.0
624aad3b58c131001c9553d6,اجاره ویلا دوخوابه ساحلی عشور نژاد,villa,مازندران,رامسر,36.927781671636865,50.6653930619359,coastal,personalRoom,130.0,2.0,1.0,1.0,1.0,preApprove,13.0,4.3,4.0,8.0,10000000.0,0.0,10000000.0
64a5425f8f5170001cbf1b92,رزرو ویلا سه خوابه جاده دالخانی,villa,مازندران,رامسر,36.86710705851639,50.75622439384461,rustic,personalRoom,200.0,3.0,1.0,1.0,2.0,preApprove,5.0,4.6,4.0,3.0,10000000.0,0.0,10000000.0
6422a4550860c0001c48477a,اجاره ویلا چهارخوابه سروش,villa,مازندران,رامسر,36.93509953912046,50.660394094884396,coastal,personalRoom,155.0,4.0,1.0,1.0,0.0,instant,10.0,4.0,10.0,2.0,13000000.0,0.0,13000000.0
647a34c376c1e3001b26fbfc,رزرو ویلا سه خوابه ساحلی شاهان,villa,مازندران,رامسر,36.9438237808765,50.64509142190217,coastal,personalRoom,105.0,3.0,1.0,1.0,0.0,preApprove,5.0,4.2,4.0,3.0,12000000.0,6.0,11280000.0
6440ff1f23690d001c3718b3,اجاره ویلا سه خوابه جنگلی استخردار آبگرم الارز,villa,مازندران,تنکابن,36.75619269957517,50.82458283752204,jungle,personalRoom,300.0,3.0,3.0,1.0,3.0,preApprove,39.0,4.2,6.0,2.0,29000000.0,0.0,29000000.0
64235590b67907001cc40b0d,رزرو ویلا دوخوابه پورامامی,villa,مازندران,کتالم و سادات شهر,36.879740752600874,50.71423670969411,city,personalRoom,120.0,2.0,1.0,1.0,1.0,instant,31.0,4.6,6.0,4.0,8000000.0,0.0,8000000.0
6009e6366f15528a7bce5c29,اجاره ویلا دوخوابه چاله سرا,villa,گیلان,ماسال,37.413207,49.108495,rustic,personalRoom,120.0,2.0,2.0,1.0,1.0,preApprove,7.0,4.3,5.0,3.0,12000000.0,15.0,10200000.0
65e0588142397f001b5db3e7,ویلا دوخوابه سید محله,villa,گیلان,ماسال,37.323839003311654,49.15589980781078,rustic,personalRoom,85.0,2.0,1.0,1.0,0.0,preApprove,6.0,4.8,6.0,2.0,5000000.0,0.0,5000000.0
65c3863ebba67c001bf4ffc2,اجاره ویلا دوخوابه استخردار باغ بهشت 1,villa,مازندران,رامسر,36.94625307769056,50.62306981533766,rustic,personalRoom,160.0,2.0,2.0,1.0,2.0,preApprove,6.0,4.5,4.0,2.0,31000000.0,0.0,31000000.0
64d4c301741a32001b0b6dfa,رزرو ویلا فلت روستایی فردوس,villa,گیلان,ماسال,37.34501301010573,49.12024822086096,rustic,personalRoom,50.0,0.0,1.0,1.0,0.0,instant,15.0,4.1,2.0,2.0,5000000.0,15.0,4250000.0
6425971cdb823a001c439044,اجاره ویلا یک خوابه هاشمی 1,villa,مازندران,رامسر,36.866998961468255,50.752463936805725,rustic,personalRoom,72.0,1.0,1.0,1.0,1.0,instant,48.0,4.5,2.0,0.0,4000000.0,0.0,4000000.0
65c3305c6c7984001b66a1cb,رزرو ویلا دوخوابه كيهان,villa,مازندران,هچیرود,36.6728768565501,51.345078553306635,city,personalRoom,70.0,2.0,1.0,1.0,0.0,preApprove,6.0,4.5,4.0,1.0,7000000.0,0.0,7000000.0
6305bf8d15044f001b984c9c,اجاره ویلا دوخوابه کاکتوس,villa,مازندران,نوشهر,36.616146,51.600437,coastal,unitRoom,75.0,2.0,1.0,1.0,1.0,instant,77.0,4.2,4.0,1.0,14000000.0,0.0,14000000.0
64cb5303e2ac46001bdad97e,رزرو ویلا دوخوابه ساحلی فرح آباد 22,villa,مازندران,ساری,36.7867775,53.109169,coastal,personalRoom,120.0,2.0,1.0,1.0,0.0,instant,33.0,4.2,4.0,4.0,12000000.0,10.0,10800000.0
642a8c8bd9a97e001cf6575c,اجاره ویلا دوخوابه جواهر,villa,مازندران,رامسر,36.92644693263498,50.64034759998322,city,personalRoom,80.0,2.0,1.0,1.0,0.0,instant,79.0,4.7,4.0,0.0,22000000.0,0.0,22000000.0
65e2e9cb9f9965001b09f67b,رزرو ویلا دوخوابه لتینگان,villa,مازندران,نوشهر,36.6295891,51.5442047,city,personalRoom,110.0,2.0,1.0,1.0,0.0,preApprove,10.0,4.7,4.0,4.0,8000000.0,0.0,8000000.0
64187343108294001c3dcfc0,اجاره ویلا دوخوابه استخردار آبگرم مهماندوست,villa,مازندران,محمودآباد,36.611050834100965,52.42249879986048,rustic,personalRoom,250.0,2.0,4.0,1.0,2.0,instant,142.0,4.7,4.0,4.0,30000000.0,24.0,22800000.0
641886e59160df001bec175d,رزرو ویلا دوخوابه استخردارآبگرم رومئو,villa,مازندران,رامسر,36.862037330117545,50.782469138503075,jungle,personalRoom,170.0,2.0,2.0,2.0,1.0,preApprove,11.0,4.2,4.0,0.0,25000000.0,0.0,25000000.0
65af83550f147d001b5b2297,اجاره ویلا دوخوابه ساحلی ابولفضل,villa,مازندران,ایزدشهر,36.60129759418703,52.13937755674124,coastal,personalRoom,100.0,2.0,1.0,1.0,0.0,preApprove,2.0,4.0,4.0,6.0,13000000.0,15.0,11050000.0
642e982e6148ef001be6ae45,رزرو ویلا دوخوابه استخردار آبگرم جابر,villa,مازندران,سرخرود,36.67107882631637,52.467788234353065,coastal,personalRoom,150.0,2.0,1.0,1.0,0.0,preApprove,37.0,4.0,4.0,1.0,16000000.0,0.0,16000000.0
6373b1370fa7ae001d75767e,اجاره ویلا سه خوابه جنگلی استخردار حاجی کلا,villa,مازندران,سرخرود,36.65348074635388,52.42120698094368,jungle,personalRoom,140.0,3.0,3.0,1.0,4.0,instant,5.0,4.6,6.0,0.0,14000000.0,0.0,14000000.0
640d9bfc6c3dac001cab8e29,رزرو ویلا دوخوابه طباطبایی 1,villa,مازندران,رامسر,36.929917741452556,50.620902925729744,jungle,personalRoom,100.0,2.0,2.0,1.0,2.0,instant,18.0,4.6,3.0,2.0,7000000.0,0.0,7000000.0
63dad63f04e3a1001c41e8d5,اجاره ویلا دوخوابه ساحلی گلسار ۵۵,villa,مازندران,ایزدشهر,36.6015053862041,52.13222946971655,coastal,personalRoom,110.0,2.0,1.0,1.0,1.0,instant,34.0,4.2,4.0,2.0,10000000.0,0.0,10000000.0
640f8b0008a609001b93c555,رزرو ویلا دوخوابه ثریا,villa,مازندران,رامسر,36.928433,50.647903,city,personalRoom,80.0,2.0,1.0,1.0,1.0,preApprove,4.0,4.8,4.0,4.0,10000000.0,0.0,10000000.0
62c82e317a2eac001c453840,اجاره ویلا دوخوابه بهشت برین,villa,گیلان,ماسال,37.34177550214858,49.10165213048458,rustic,personalRoom,90.0,2.0,1.0,1.0,0.0,instant,19.0,4.0,4.0,2.0,7000000.0,5.0,6650000.0
623214f74a51df001ca4d776,رزرو ویلا سه خوابه دوبلکس نسیم,villa,مازندران,محمودآباد,36.60738523761304,52.273582220077515,city,personalRoom,170.0,3.0,2.0,2.0,2.0,instant,114.0,4.4,5.0,1.0,12000000.0,0.0,12000000.0
